schemaVersion,recordType,source.name,source.url,collectedAt,content.entityName,content.data.employeeCount,content.data.website,content.data.batch,content.data.status,content.data.oneLiner,content.data.tags,content.data.location,content.entityNameRaw
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/tress,2026-08-27T12:14:30Z,Tress,2,https://www.tressapp.co,Winter 2017,Inactive,Tress is a social community for black women's hairstyles. We are…,Community; Social,"Accra, Greater Accra Region, Ghana",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/entry,2026-08-27T12:14:30Z,Entry,7,http://getentry.com,Winter 2017,Inactive,Biometric sign in and identity verification platform,Machine Learning; Biometrics; AI,"Los Angeles, CA, USA; San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/rankscience,2026-08-27T12:14:30Z,RankScience,16,https://www.rankscience.com,Winter 2017,Active,Automated SEO for Startups,Artificial Intelligence; Generative AI; NLP,"New York City, NY, USA; New York, NY, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/ambient-ai,2026-08-27T12:14:30Z,Ambient.ai,150,https://ambient.ai,Winter 2017,Active,AI company transforming enterprise physical security to prevent…,Artificial Intelligence; Computer Vision; Security,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/penny,2026-08-27T12:14:30Z,Penny,2,https://www.pennyapp.io,Winter 2017,Acquired,Penny makes keeping track of your finances as easy as having a…,Artificial Intelligence; Fintech; Finance,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/firsthand,2026-08-27T12:14:30Z,Firsthand,2,http://shopfirsthand.com/,Winter 2017,Inactive,"Firsthand makes software-enabled, self-serve retail kiosks that carry…",Hardware; Retail,,
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/veryfi-inc,2026-08-27T12:14:30Z,"Veryfi, Inc.",70,https://www.veryfi.com/,Winter 2017,Active,Document AI. One API Call.,Artificial Intelligence; Computer Vision; Finance; API; AI,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/wright-electric,2026-08-27T12:14:30Z,Wright Electric,4,http://www.weflywright.com,Winter 2017,Active,Boeing for electric planes,Airplanes; Climate,"Albany, NY, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/alemhealth,2026-08-27T12:14:30Z,AlemHealth,25,https://www.alemhealth.com,Winter 2017,Active,AI Radiologist in a Box - We provide a vertically integrated AI…,Health Tech; AI,"Singapore, Singapore",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/supr-daily,2026-08-27T12:14:30Z,Supr Daily,,http://www.suprdaily.com/,Winter 2017,Acquired,Daily grocery delivery service in India,Grocery; Consumer; Delivery; E-commerce,"Bengaluru, KA, India",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/bulk-mro-industrial-supply,2026-08-27T12:14:30Z,Bulk MRO Industrial Supply,170,http://www.bulkmro.com,Winter 2017,Active,Full Stack Fintech and Supply Chain Platform for Global Trade,Fintech; B2B,"Mumbai, MH, India; New York, NY, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/tetra,2026-08-27T12:14:30Z,Tetra,2,https://asktetra.com,Winter 2017,Acquired,AI notetaker for phone calls,Artificial Intelligence,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/floydhub,2026-08-27T12:14:30Z,FloydHub,4,http://www.floydhub.com/,Winter 2017,Inactive,"ML Platform for developing, training and deploying ML models",AIOps; Machine Learning; SaaS,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/bulletin,2026-08-27T12:14:30Z,Bulletin,15,https://bulletin.co,Winter 2017,Acquired,Helping retailers discover and shop the best brands on the planet,Marketplace; B2B,"New York City, NY, USA; New York, NY, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/bios-health,2026-08-27T12:14:30Z,BIOS Health,45,https://www.bios.health,Winter 2017,Active,Neural interfaces to understand and use nerve data in medicine.,Artificial Intelligence; Neurotechnology,"Cambridge, England, United Kingdom; England, United Kingdom",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/nanonets,2026-08-27T12:14:30Z,NanoNets,102,https://nanonets.com,Winter 2017,Active,Automatic Data Extraction,Developer Tools; SaaS; B2B; AI,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/bicycle-ai,2026-08-27T12:14:30Z,Bicycle AI,11,http://bicycleai.com,Winter 2017,Inactive,Bicycle AI provides customer support as a service. We work on top of…,Artificial Intelligence; Customer Service,"Bengaluru, KA, India",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/upkeep,2026-08-27T12:14:30Z,UpKeep,150,https://www.upkeep.com/,Winter 2017,Acquired,Mobile-first software for maintenance teams.,SaaS; IoT; B2B,"Los Angeles, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/sourcebeacon,2026-08-27T12:14:30Z,SourceBeacon,5,https://www.sourcebeacon.com,Winter 2017,Inactive,SourceBeacon is an on-demand procurement concierge for sourcing…,Supply Chain; Procurement; China,,
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/faire,2026-08-27T12:14:30Z,Faire,900,https://www.faire.com/,Winter 2017,Active,The global online platform empowering independent retail.,Marketplace; Retail,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/ridecell,2026-08-27T12:14:30Z,Ridecell,88,https://www.ridecell.com,Winter 2012,Active,World's Leading Fleet Intelligence Platform,SaaS; IoT; B2B; Enterprise; AI,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/mirror-ai,2026-08-27T12:14:30Z,Mirror AI,7,http://mirror-ai.com,Winter 2017,Active,App that turns selfie photos into thousand emoji that look like you…,Computer Vision; Entertainment,"San Francisco, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/helix-nanotechnologies,2026-08-27T12:14:30Z,Helix Nanotechnologies,22,http://helixnano.com,Winter 2017,Active,"Next-generation mRNA platform to solve cancer, COVID and climate.",Artificial Intelligence; Biotech; Genomics; Nanotechnology,"Boston, MA, USA; Cambridge, MA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/scopeai,2026-08-27T12:14:30Z,ScopeAI,4,https://www.getscopeai.com,Winter 2017,Acquired,Automatically extract valuable insights from customer service…,Artificial Intelligence; NLP,"Los Angeles, CA, USA; San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/jerry-inc,2026-08-27T12:14:30Z,Jerry,225,https://jerry.ai/,Summer 2017,Active,Jerry is building the AI agent to manage all your physical assets.,Fintech; Insurance,"San Francisco, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/passerine-aircraft,2026-08-27T12:14:30Z,Passerine Aircraft,2,http://www.passerineaircraft.com/,Summer 2017,Inactive,Passerine Aircraft is building the next generation of dronesWe are…,Drones,"Johannesburg, GP, South Africa",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/skyways,2026-08-27T12:14:30Z,Skyways,33,http://skyways.com,Summer 2017,Active,Creating a new form of air transportation to advance our civilization,Air Taxis; Robotics; Computer Vision; AI; ML,"Austin, TX, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/nobell-foods,2026-08-27T12:14:30Z,Nobell Foods,58,http://www.nobellfoods.com,Summer 2017,Active,Cheese and dairy products from plant-derived dairy proteins,Sustainability; Climate; Food Tech; ClimateTech,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/vergesense,2026-08-27T12:14:30Z,VergeSense,70,http://www.vergesense.com,Summer 2017,Active,AI-Powered Building Management,Artificial Intelligence; Proptech,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/autohub,2026-08-27T12:14:30Z,AutoHub,2,https://www.autohub.io,Summer 2017,Acquired,We help dealerships appraise vehicle trade-ins more efficiently…,,,
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/releaf-earth,2026-08-27T12:14:30Z,Releaf Earth,100,http://www.releaf.africa,Summer 2017,Active,Turning food waste into Biochar to remove CO2 from the atmsophere,Carbon Capture and Removal; Climate; Supply Chain; Agriculture,"Lagos, LA, Nigeria",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/upcodes,2026-08-27T12:14:30Z,UpCodes,35,https://up.codes/,Summer 2017,Active,"AI platform for unifying codes, assemblies, products, and specs",GovTech; Construction; B2B,"Austin, TX, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/standard-ai,2026-08-27T12:14:30Z,Standard AI,150,https://standard.ai,Summer 2017,Active,AI-powered checkout for retail.,Retail Tech; Retail; AI,"San Francisco, CA, USA; Milan, Lombardy, Italy; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/nimble,2026-08-27T12:14:30Z,Nimble,25,http://www.hirenimble.com,Summer 2017,Active,Data-driven teacher hiring,Education; Machine Learning; SaaS,"Miami, FL, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/darmiyan,2026-08-27T12:14:30Z,Darmiyan,8,https://www.darmiyan.com/,Summer 2017,Active,Early detection of Alzheimer's disease,Artificial Intelligence; Machine Learning; Health Tech; Diagnostics,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/flock-safety,2026-08-27T12:14:30Z,Flock Safety,1000,http://www.flocksafety.com,Summer 2017,Active,The first public safety operating system that eliminates crime.,Hardware; Machine Learning; SaaS,"Atlanta, GA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/mystro,2026-08-27T12:14:30Z,Mystro,6,http://www.mystrodriver.com,Summer 2017,Inactive,Mystro is an app that makes rideshare drivers up to 30% more money by…,Artificial Intelligence; Ridesharing; Automation,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/semantix,2026-08-27T12:14:30Z,Semantix,2,https://www.semantix.ai,Summer 2017,Inactive,AI for medical billing,Artificial Intelligence; Healthcare,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/plasticity,2026-08-27T12:14:30Z,Plasticity,2,https://www.plasticity.ai,Summer 2017,Acquired,Natural language processing APIs for developers.,Artificial Intelligence; SaaS; NLP,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/slik,2026-08-27T12:14:30Z,Slik,2,http://slik.ai,Summer 2017,Inactive,Slik enables the long tail to use email outreach. ,Marketing; Email,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/cairns-health,2026-08-27T12:14:30Z,Cairns Health,17,https://www.cairns.ai,Summer 2017,Active,Your voice. Your health. We care.,Hardware; Machine Learning; Consumer Health Services,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/pop-meals,2026-08-27T12:14:30Z,Pop Meals,153,https://popmeals.com,Summer 2017,Active,Pop Meals is a restaurant chain without chefs. All recipes are…,Food Service Robots & Machines; Ghost Kitchens; Delivery,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/spect,2026-08-27T12:14:30Z,Spect,7,http://www.getspect.com,Summer 2017,Inactive,Value-based retinal screening in primary care to prevent blindness. ,Digital Health; AI,"San Francisco, CA, USA; Palo Alto, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/pyka,2026-08-27T12:14:30Z,Pyka,75,https://flypyka.com,Summer 2017,Active,Autonomous electric airplanes,Airplanes; Climate; Agriculture; Transportation; Electric Vehicles,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/surematics,2026-08-27T12:14:30Z,Surematics,2,https://www.surematics.com/,Summer 2017,Acquired,We help commercial insurance brokers structure complicated…,Blockchain; Insurance,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/goosebump,2026-08-27T12:14:30Z,Goosebump,2,http://m.me/higoosebump,Summer 2017,Inactive,Find the best electronic music events in a single message.,Entertainment; Music,"Paris, Île-de-France, France",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/flowspace,2026-08-27T12:14:30Z,Flowspace,48,https://flow.space,Summer 2017,Active,The operating system powering ecommerce fulfillment,Logistics; E-commerce; Supply Chain,"Los Angeles, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/modular-science,2026-08-27T12:14:30Z,Modular Science,,https://www.modularscience.com/,Summer 2017,Inactive,We're making it easier to do sustainable farming.,Agriculture,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/skyscrape,2026-08-27T12:14:30Z,Skyscrape,3,http://skyscrape.us,Summer 2017,Active,Skyscrape makes temperature-responsive insulation,Smart Clothing; Sustainable Fashion,"Portland, OR, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/d-id,2026-08-27T12:14:30Z,D-ID,27,http://www.d-id.com,Summer 2017,Active,Enable creators and developers to generate realistic AI personas,Artificial Intelligence; Deep Learning; Generative AI; Entertainment,"Tel Aviv-Yafo, Tel Aviv District, Israel",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/percept-ai,2026-08-27T12:14:30Z,Percept.AI,7,https://www.percept.ai/,Summer 2017,Acquired,AI support agent for your business that actually works,Artificial Intelligence; SaaS; Customer Service,"San Francisco, CA, USA; Sunnyvale, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/waterfx,2026-08-27T12:14:30Z,WATERFX,1,http://www.wacomet.com,Summer 2017,Inactive,The world's first 100% sustainable water provider (aka alternative…,Sustainability; Renewable Energy,"CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/sourceress,2026-08-27T12:14:30Z,Sourceress,35,http://sourceress.com/,Summer 2017,Active,,Artificial Intelligence; Machine Learning; Data Engineering,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/onelocal,2026-08-27T12:14:30Z,OneLocal,90,https://onelocal.com/,Summer 2017,Active,OneLocal is a CRM for local businesses.,CRM,"Toronto, ON, Canada",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/opearlo,2026-08-27T12:14:30Z,Opearlo,2,https://www.opearlo.com,Summer 2017,Acquired,Opearlo produces voice apps for Amazon Alexa and Google Home.,AI Assistant,"London, England, United Kingdom",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/headstart,2026-08-27T12:14:30Z,Headstart,44,https://www.headstart.io,Summer 2017,Acquired,Headstart uses Machine Learning to help companies decide on who to…,Machine Learning; Recruiting,"London, England, United Kingdom",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/guggy,2026-08-27T12:14:30Z,Guggy,2,https://guggy.com,Summer 2017,Inactive,"Guggy is building the messaging app of the future with real time,…",Messaging; NLP,"Tel Aviv-Yafo, Tel Aviv District, Israel",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/may-mobility,2026-08-27T12:14:30Z,May Mobility,260,http://maymobility.com,Summer 2017,Active,Transforming cities and rural areas through AV transit and technology,Artificial Intelligence; Robotics,"Ann Arbor, MI, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/commissary-club,2026-08-27T12:14:30Z,Commissary Club (formerly 70 Million Jobs),2,https://www.Commissary.Club,Summer 2017,Inactive,First agentic AI-powered community for 1 billion people with criminal…,Artificial Intelligence; Marketplace; B2B; Advertising; AI Assistant,"Miami, FL, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/cambridge-cancer-genomics,2026-08-27T12:14:30Z,Cambridge Cancer Genomics,25,http://ccg.ai,Summer 2017,Inactive,CCG.ai empowers clinicians to make personalised treatment strategies…,Genomics; Oncology,"Cambridge, England, United Kingdom; England, United Kingdom",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/assemblyai,2026-08-27T12:14:30Z,AssemblyAI,65,https://www.assemblyai.com,Summer 2017,Active,The best way to build Voice AI apps,Artificial Intelligence; Developer Tools; Speech Recognition; API; AI,"New York City, NY, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/lyrebird,2026-08-27T12:14:30Z,Lyrebird,13,https://lyrebird.ai/,Summer 2017,Acquired,Our tech speaks for itself.,Artificial Intelligence,"Montreal, QC, Canada",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/just-appraised,2026-08-27T12:14:30Z,Just Appraised,40,https://www.justappraised.com,Summer 2017,Active,Just Appraised makes software for local governments.,SaaS; GovTech,"San Francisco, CA, USA; Palo Alto, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/social-construct,2026-08-27T12:14:30Z,Social Construct,17,http://socialconstructco.com,Summer 2017,Inactive,Social Construct designs and assembles large apartment buildings …,Generative AI; Hardware; Housing,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/10-by-10,2026-08-27T12:14:30Z,10 By 10,5,https://10by10.io,Summer 2017,Active,10by10 is a unique marketplace in the recruiting agency industry for…,Artificial Intelligence; Marketplace; Recruiting,"San Francisco, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/bumpline,2026-08-27T12:14:30Z,Bumpline,2,https://bumpline.com/,Summer 2017,Inactive,Captain Tailor is the Uber for tailoring. ,Marketplace,"New York City, NY, USA; San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/thematic,2026-08-27T12:14:30Z,Thematic,20,http://www.getthematic.com,Summer 2017,Active,Customer intelligence for Enterprise CX teams. The grounded…,SaaS; B2B; AI,"Auckland, Auckland, New Zealand; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/followupthen,2026-08-27T12:14:30Z,FollowUpThen,1,https://www.followupthen.com/,Summer 2017,Active,FollowUpThen is an email-based personal assistant that sends you…,Productivity; Automation; AI,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/proven-group,2026-08-27T12:14:30Z,Proven Group,40,https://www.provenskincare.com,Winter 2018,Active,"PROVEN is using AI, data and personalization to disrupt CPG",Artificial Intelligence; Machine Learning; Consumer; E-commerce,"San Francisco, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/precious,2026-08-27T12:14:30Z,Precious,7,https://preciousapp.com/,Winter 2018,Active,AI to curate your baby photos,Artificial Intelligence,"San Francisco, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/spellbrush,2026-08-27T12:14:30Z,Spellbrush,30,https://spellbrush.com,Winter 2018,Active,Making Anime Real,Artificial Intelligence; Deep Learning; Generative AI; Gaming,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/jasper-ai,2026-08-27T12:14:30Z,Jasper,195,https://jasper.ai,Winter 2018,Active,Jasper is a leader in creating content using Artificial Intelligence,Artificial Intelligence; Generative AI; AI; Conversational AI,"Austin, TX, USA; Salt Lake City, UT, USA",Jasper.ai
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/assembly-com,2026-08-27T12:14:30Z,Assembly,25,https://www.assembly.com,Winter 2018,Active,Create remarkable client experiences,B2B; E-commerce; AI; AI Assistant,"New York City, NY, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/observant-ai,2026-08-27T12:14:30Z,Observant AI,5,https://www.observantai.com,Winter 2018,Active,iPhone-based driver monitoring for commercial fleets.,Autonomous Trucking; Hard Tech; Machine Learning; SaaS,"San Francisco, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/fondo,2026-08-27T12:14:30Z,Fondo,80,https://fondo.com,Winter 2018,Active,"Bookkeeping, tax, & tax credits on autopilot for 2,000+ startups",Fintech; SaaS; B2B; AI,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/slite,2026-08-27T12:14:30Z,Slite,40,https://slite.com/,Winter 2018,Active,The self-maintaining knowledge base,Documents; SaaS; Collaboration,"Berlin, Berlin, Germany; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/mighty-buildings,2026-08-27T12:14:30Z,Mighty Buildings,200,https://www.mightybuildings.com,Winter 2018,Inactive,"3D printing beautiful, high-quality, and sustainable homes.",Robotics; Construction; 3D Printing,"San Francisco, CA, USA; Oakland, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/sepsis-scout,2026-08-27T12:14:30Z,Sepsis Scout,5,https://sepsisscout.com,Winter 2018,Acquired,Wearables and AI to predict and prevent sepsis outside the hospital,Deep Learning; Health Tech; Medical Devices,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/macromoltek,2026-08-27T12:14:30Z,Macromoltek,14,https://www.macromoltek.com,Winter 2018,Active,Computational antibody design,AI-powered Drug Discovery; Deep Learning; Therapeutics,"Austin, TX, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/promise,2026-08-27T12:14:30Z,Promise,80,http://promise-pay.com,Winter 2018,Active,Better payment systems for governments and the communities they serve.,Artificial Intelligence; Fintech; GovTech; Payments,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/ourmenu,2026-08-27T12:14:30Z,OurMenu,3,http://www.ourmenu.io,Winter 2018,Inactive,,,,
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/persephone-biosciences,2026-08-27T12:14:30Z,Persephone Biosciences,6,http://persephonebiosciences.com/,Winter 2018,Active,We are using the gut microbiome to end cancer. ,AI-powered Drug Discovery; COVID-19,"San Diego, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/reverie-labs,2026-08-27T12:14:30Z,Reverie Labs,29,http://www.reverielabs.com,Winter 2018,Inactive," Engineering next-generation, brain-penetrant cancer therapies.",AI-powered Drug Discovery; Machine Learning; Biotech,"Boston, MA, USA; Cambridge, MA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/nuvocargo,2026-08-27T12:14:30Z,Nuvocargo,100,http://www.nuvocargo.com,Winter 2018,Active,Your AI partner for North America truckload freight,Artificial Intelligence; Logistics,"New York City, NY, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/lus-brands,2026-08-27T12:14:30Z,LUS Brands,20,http://lusbrands.com,Winter 2018,Active,Hair care products for curly hair. ,Beauty,"Toronto, ON, Canada",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/meitre,2026-08-27T12:14:30Z,Meitre,9,http://meitre.com/,Winter 2018,Active,Opentable for the world's top restaurants; we help them increase…,SaaS; B2B,"San Francisco, CA, USA; Palo Alto, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/sourcify,2026-08-27T12:14:30Z,Sourcify,15,https://www.sourcify.com/,Winter 2018,Active,Sourcify helps brands manufacture products in Asia.,Manufacturing; Supply Chain,"Salt Lake City, UT, USA; San Diego, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/viaopt,2026-08-27T12:14:30Z,Viaopt,2,http://www.viaopt.com,Winter 2018,Inactive,Uber pool for corporate trucking fleets,Autonomous Trucking; Logistics,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/meson,2026-08-27T12:14:30Z,Meson,10,https://meson.fi/,Winter 2018,Inactive,Meson is a stablecoin swap protocol among blockchains and Layer 2s,Crypto / Web3,"Singapore, Singapore; San Francisco, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/evolve-makers-of-podcast-app-and-rest,2026-08-27T12:14:30Z,Evolve (makers of Podcast App & Rest),23,https://getrest.app,Winter 2018,Active,"Rest is an AI sleep coach that helps you fix your sleep for good,…",Sleep Tech; Consumer; Digital Health; Podcasts,"San Francisco, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/edwin,2026-08-27T12:14:30Z,Edwin,14,https://edwin.ai,Winter 2018,Acquired,Edwin is virtual English tutor - an AI-powered service for learning…,AI-Enhanced Learning; Education; Machine Learning; Smart Home Assistants; eLearning,"San Francisco, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/acely,2026-08-27T12:14:30Z,Acely,30,https://acely.com,Winter 2018,Active,Every student's AI coach for college readiness,Education; eLearning; Consumer,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/cognition-ip,2026-08-27T12:14:30Z,Cognition IP,12,https://www.cognitionip.com,Winter 2018,Active,Flat-fee patent & trademark counsel with top firm results,Artificial Intelligence; GovTech; B2B; Legal,"San Francisco, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/hunter2,2026-08-27T12:14:30Z,Hunter2,,https://hunter2.com,Winter 2018,Acquired,Hunter2 trains engineering teams in application security through…,Developer Tools; Education; Cybersecurity,"Boston, MA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/vathys,2026-08-27T12:14:30Z,Vathys,6,http://vathys.ai,Winter 2018,Inactive,Accelerating machine learning through software,Artificial Intelligence; Deep Learning; Machine Learning,"Portland, OR, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/naborly,2026-08-27T12:14:30Z,Naborly,25,https://naborly.com,Winter 2018,Acquired,A credit bureau for the renting generation.,Artificial Intelligence; Fintech; Real Estate,"Toronto, ON, Canada",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/weekend-fmr-volley,2026-08-27T12:14:30Z,Weekend (fmr. Volley),80,https://weekend.com,Winter 2018,Active,AI games and entertainment on TV,Artificial Intelligence; Entertainment; Gaming; AI; Conversational AI,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/sharpestminds,2026-08-27T12:14:30Z,SharpestMinds,4,http://sharpestminds.com,Winter 2018,Acquired,Peer-to-peer mentorships through income-share agreements.,Artificial Intelligence; Education; Income Share Agreements,"Toronto, ON, Canada; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/tilt-fka-delphia,2026-08-27T12:14:30Z,Tilt (f.k.a. Delphia),25,http://tilt.io,Winter 2018,Active,GitHub for Investment Methodology,Fintech; Machine Learning; AI,"Toronto, ON, Canada; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/orangewood-labs,2026-08-27T12:14:30Z,Orangewood Labs,40,http://www.orangewood.co,Winter 2018,Active,Orangewood Labs makes worlds most affordable and easiest AI robot arms,Artificial Intelligence; Generative AI; Hardware; Robotics,"San Francisco, CA, USA; Noida, UP, India",
